gene_id	sample_A	sample_B	sample_C	sample_D	sample_E	sample_F
ENSMUSG00000065798	0	0	0	0	0	0
ENSMUSG00000065799	0	1	1	0	0	0
ENSMUSG00000065800	0	0	0	0	0	0
ENSMUSG00000065802	0	0	0	0	0	0
ENSMUSG00000065803	0	0	0	0	0	0
ENSMUSG00000065804	0	0	0	0	0	0
ENSMUSG00000065806	0	0	0	0	0	0
ENSMUSG00000065807	0	0	0	0	0	0
ENSMUSG00000065808	1	0	0	1	0	0
ENSMUSG00000065811	0	0	0	0	0	0
ENSMUSG00000065812	0	0	0	0	0	0
ENSMUSG00000065813	0	0	0	0	0	0
ENSMUSG00000065815	0	0	0	0	0	0
ENSMUSG00000065817	0	0	0	0	0	0
ENSMUSG00000065818	1	2	1	0	2	4
ENSMUSG00000065819	0	0	0	0	0	0
ENSMUSG00000065820	0	0	0	0	0	0
ENSMUSG00000065822	0	1	0	0	0	0
ENSMUSG00000065823	0	0	0	0	0	0
ENSMUSG00000065824	0	0	0	0	0	0
ENSMUSG00000065825	0	0	0	0	0	0
ENSMUSG00000065828	0	0	0	0	0	0
ENSMUSG00000065836	0	0	0	0	0	0
ENSMUSG00000065837	0	0	0	0	0	0
ENSMUSG00000065840	0	0	0	0	0	0
ENSMUSG00000065843	0	0	0	0	0	0
ENSMUSG00000065845	0	0	0	0	0	0
ENSMUSG00000065847	0	0	0	0	0	0
ENSMUSG00000065851	0	0	0	0	0	0
ENSMUSG00000065852	0	0	0	0	0	0
ENSMUSG00000065853	0	0	0	0	0	0
ENSMUSG00000065858	0	0	0	0	0	0
ENSMUSG00000065859	0	0	0	0	0	0
ENSMUSG00000065862	0	0	0	3	0	0
ENSMUSG00000065864	0	0	0	0	0	0
ENSMUSG00000065865	0	0	0	0	0	0
ENSMUSG00000065866	0	0	0	0	0	0
ENSMUSG00000065869	0	0	0	0	0	0
ENSMUSG00000065870	0	0	0	0	0	0
ENSMUSG00000065872	0	0	0	0	0	0
ENSMUSG00000065873	3	0	3	2	0	3
ENSMUSG00000065874	0	0	0	0	0	0
ENSMUSG00000065875	0	0	0	0	0	0
ENSMUSG00000065876	0	0	0	0	0	0
ENSMUSG00000065878	3	1	0	0	2	4
ENSMUSG00000065881	0	0	0	0	0	0
ENSMUSG00000065882	0	0	0	0	0	0
ENSMUSG00000065883	0	0	1	0	0	0
ENSMUSG00000065884	0	0	0	0	0	0
ENSMUSG00000065887	0	0	0	0	0	0
ENSMUSG00000065889	0	0	0	0	0	0
ENSMUSG00000065892	0	0	0	0	0	0
ENSMUSG00000065893	0	0	0	0	0	0
ENSMUSG00000065894	0	0	0	0	0	0
ENSMUSG00000065898	0	0	0	0	0	0
ENSMUSG00000065899	0	2	0	4	0	0
ENSMUSG00000065903	0	0	0	0	0	0
ENSMUSG00000065904	1	0	0	0	0	0
ENSMUSG00000065905	0	0	0	0	0	0
ENSMUSG00000065906	0	0	0	0	0	0
ENSMUSG00000065907	0	0	0	0	0	0
ENSMUSG00000065911	0	0	0	0	0	0
ENSMUSG00000065913	0	0	0	0	0	0
ENSMUSG00000065915	0	0	0	0	0	0
ENSMUSG00000065916	0	0	0	0	0	0
ENSMUSG00000065919	0	0	0	0	0	0
ENSMUSG00000065922	0	0	0	0	0	0
ENSMUSG00000065924	0	0	0	0	0	0
ENSMUSG00000065926	0	0	0	0	0	0
ENSMUSG00000065934	0	0	0	0	0	0
ENSMUSG00000065935	0	0	0	0	0	0
ENSMUSG00000065936	0	0	0	0	0	0
ENSMUSG00000065937	0	0	0	0	0	0
ENSMUSG00000065939	0	1	1	3	0	0
ENSMUSG00000065940	0	0	0	0	0	0
ENSMUSG00000065943	0	0	0	0	0	0
ENSMUSG00000065944	4	6	3	2	2	6
ENSMUSG00000065945	0	0	0	0	0	0
ENSMUSG00000065947	1653	1819	2976	3168	1323	1405
ENSMUSG00000065952	0	0	0	2	0	0
ENSMUSG00000065954	4536	4476	5817	6018	5861	6795
ENSMUSG00000065956	0	0	0	0	0	0
ENSMUSG00000065968	0	0	0	0	0	0
ENSMUSG00000065979	166	175	187	611	191	257
ENSMUSG00000065987	0	0	0	0	0	0
ENSMUSG00000065990	1052	1388	2126	2574	1672	2097
ENSMUSG00000065999	0	0	0	4	0	0
ENSMUSG00000066000	36	28	30	137	23	11
ENSMUSG00000066007	3	0	0	0	0	0
ENSMUSG00000066009	2	0	4	7	0	0
ENSMUSG00000066026	8	1	2	6	2	5
ENSMUSG00000066027	0	0	0	0	0	0
ENSMUSG00000066030	0	0	0	0	0	0
ENSMUSG00000066031	0	0	0	0	0	0
ENSMUSG00000066036	8328	9494	11754	12129	8980	11132
ENSMUSG00000066037	2098	1675	2447	5221	2492	3332
ENSMUSG00000066042	61	79	126	166	137	221
ENSMUSG00000066043	730	551	686	1297	880	1075
ENSMUSG00000066057	28	10	32	67	41	72
ENSMUSG00000066058	0	0	0	0	0	0
ENSMUSG00000066060	36	17	17	53	24	27
ENSMUSG00000066061	0	0	0	0	0	0
ENSMUSG00000066068	0	0	4	137	0	4
ENSMUSG00000066071	0	0	0	0	0	0
ENSMUSG00000066072	0	0	0	0	0	0
ENSMUSG00000066090	1	0	0	0	0	0
ENSMUSG00000066097	0	0	0	0	0	0
ENSMUSG00000066100	0	0	0	0	0	0
ENSMUSG00000066101	0	0	0	0	0	0
ENSMUSG00000066107	0	9	0	0	0	2
ENSMUSG00000066108	0	0	1	1	0	0
ENSMUSG00000066113	0	0	0	0	0	0
ENSMUSG00000066116	0	0	0	0	0	0
ENSMUSG00000066122	0	0	0	0	1	0
ENSMUSG00000066129	0	0	0	0	0	0
ENSMUSG00000066137	0	0	0	0	0	0
ENSMUSG00000066141	0	0	0	0	0	0
ENSMUSG00000066148	621	763	1080	1661	1066	1109
ENSMUSG00000066149	490	504	758	1226	746	976
ENSMUSG00000066150	466	506	622	1441	857	1032
ENSMUSG00000066151	727	773	1114	1669	1063	1179
ENSMUSG00000066152	5	0	13	9	6	0
ENSMUSG00000066153	0	0	0	0	0	0
ENSMUSG00000066154	0	0	0	0	0	0
ENSMUSG00000066158	0	0	0	0	0	0
ENSMUSG00000066170	0	0	0	0	0	0
ENSMUSG00000066175	10	13	20	28	22	51
ENSMUSG00000066176	0	0	0	0	0	0
ENSMUSG00000066178	0	1	0	0	0	0
ENSMUSG00000066180	2	0	0	2	0	5
ENSMUSG00000066189	0	0	0	0	0	0
ENSMUSG00000066191	0	0	0	0	1	0
ENSMUSG00000066196	2	1	0	11	2	5
ENSMUSG00000066197	0	0	0	0	0	0
ENSMUSG00000066224	0	0	0	0	0	0
ENSMUSG00000066232	1881	2432	3018	5044	2955	3043
ENSMUSG00000066233	14	11	17	34	14	20
ENSMUSG00000066235	2	0	0	4	0	0
ENSMUSG00000066239	0	0	0	0	0	0
ENSMUSG00000066240	0	0	0	0	0	0
ENSMUSG00000066241	0	0	0	0	0	0
ENSMUSG00000066242	0	0	0	0	0	0
ENSMUSG00000066245	0	5	0	2	7	0
ENSMUSG00000066257	0	0	0	0	0	0
ENSMUSG00000066258	23	12	57	114	24	56
ENSMUSG00000066262	0	0	0	0	0	0
ENSMUSG00000066263	2	2	0	1	0	2
ENSMUSG00000066268	0	0	0	0	0	0
ENSMUSG00000066269	1	1	2	0	1	2
ENSMUSG00000066270	918	1542	2229	97	1732	4876
ENSMUSG00000066272	0	0	0	0	0	0
ENSMUSG00000066273	0	0	0	0	0	0
ENSMUSG00000066278	638	594	932	1471	700	733
ENSMUSG00000066279	0	0	0	0	0	1
ENSMUSG00000066306	5525	6158	8844	8945	8995	10860
ENSMUSG00000066315	7698	12412	15852	21792	14165	19644
ENSMUSG00000066319	4	0	1	9	3	0
ENSMUSG00000066324	628	579	747	1352	746	953
ENSMUSG00000066357	323	341	371	786	423	455
ENSMUSG00000066359	0	0	0	0	0	0
ENSMUSG00000066361	0	0	0	0	0	0
ENSMUSG00000066362	492	532	1197	39	1020	1588
ENSMUSG00000066363	0	0	0	0	0	0
ENSMUSG00000066364	0	0	0	0	0	0
ENSMUSG00000066366	56	19	40	108	15	4
ENSMUSG00000066368	0	0	0	0	0	0
ENSMUSG00000066372	0	0	0	0	0	0
ENSMUSG00000066378	0	0	0	0	0	0
ENSMUSG00000066382	0	0	0	0	0	0
ENSMUSG00000066383	0	0	0	0	0	0
ENSMUSG00000066389	0	3	7	0	7	8
ENSMUSG00000066392	0	0	0	0	0	0
ENSMUSG00000066406	7896	5388	7619	8316	7486	6578
ENSMUSG00000066407	12	30	25	443	32	47
ENSMUSG00000066415	1810	1702	2377	3237	2609	3272
ENSMUSG00000066438	2	1	0	0	2	0
ENSMUSG00000066440	526	708	934	919	783	835
ENSMUSG00000066441	285	425	497	957	547	834
ENSMUSG00000066442	30	24	23	58	34	84
ENSMUSG00000066443	0	0	0	0	0	0
ENSMUSG00000066456	1	0	0	0	0	0
ENSMUSG00000066457	0	0	0	0	0	0
ENSMUSG00000066463	0	0	0	0	0	0
ENSMUSG00000066475	3	1	2	10	11	22
ENSMUSG00000066477	2	0	0	0	0	0
ENSMUSG00000066478	0	3	2	0	2	4
ENSMUSG00000066487	74	110	91	58	93	111
ENSMUSG00000066489	0	4	1	0	2	1
ENSMUSG00000066491	22	7	12	20	23	16
ENSMUSG00000066500	0	0	0	0	0	0
ENSMUSG00000066510	1	0	0	2	0	0
ENSMUSG00000066512	0	0	0	0	0	0
ENSMUSG00000066513	0	0	0	0	0	0
ENSMUSG00000066515	0	0	0	0	0	0
ENSMUSG00000066516	0	0	0	0	0	0
ENSMUSG00000066537	1	0	0	0	0	1
ENSMUSG00000066538	0	0	4	0	0	13
ENSMUSG00000066543	0	0	72	7	52	143
ENSMUSG00000066551	3361	4139	5434	14418	5471	8639
ENSMUSG00000066553	9	8	12	20	0	4
ENSMUSG00000066554	6	8	6	67	13	19
ENSMUSG00000066568	2402	2787	3895	5412	3806	5053
ENSMUSG00000066571	2791	1731	2397	3424	2905	3216
ENSMUSG00000066583	0	0	0	0	0	0
ENSMUSG00000066584	0	0	0	0	0	0
ENSMUSG00000066586	0	0	0	0	0	0
ENSMUSG00000066592	8	5	21	5	19	25
ENSMUSG00000066595	124	86	134	406	114	126
ENSMUSG00000066607	0	0	0	0	0	0
ENSMUSG00000066613	118	82	98	542	176	137
ENSMUSG00000066620	1	4	0	0	1	1
ENSMUSG00000066621	31	23	38	86	26	32
ENSMUSG00000066626	3	5	10	0	6	2
ENSMUSG00000066629	5	4	4	0	4	4
ENSMUSG00000066632	235	0	267	3	775	211
ENSMUSG00000066637	25	13	5	69	20	31
ENSMUSG00000066640	184	205	261	326	229	292
ENSMUSG00000066643	9	15	9	25	13	6
ENSMUSG00000066647	53	81	102	160	114	140
ENSMUSG00000066652	0	0	0	2	0	0
ENSMUSG00000066671	0	0	0	0	0	0
ENSMUSG00000066672	2	0	0	0	1	0
ENSMUSG00000066677	0	0	0	1	0	0
ENSMUSG00000066680	0	0	0	0	0	0
ENSMUSG00000066682	0	0	1	0	0	0
ENSMUSG00000066684	2	0	0	3	0	0
ENSMUSG00000066687	3	0	1	2	1	1
ENSMUSG00000066688	0	0	0	0	0	0
ENSMUSG00000066693	0	0	0	0	0	0
ENSMUSG00000066697	0	0	0	0	0	0
ENSMUSG00000066704	0	0	0	0	0	0
ENSMUSG00000066705	0	0	0	0	0	0
ENSMUSG00000066714	1	1	0	0	1	1
ENSMUSG00000066720	0	0	0	0	0	0
ENSMUSG00000066721	2	0	0	3	0	0
ENSMUSG00000066724	560	574	772	1954	737	1053
ENSMUSG00000066735	1276	1347	1810	2678	1997	2590
ENSMUSG00000066747	0	0	0	0	0	0
ENSMUSG00000066748	0	0	0	0	0	0
ENSMUSG00000066749	3	1	2	0	2	1
ENSMUSG00000066750	0	0	0	0	0	0
ENSMUSG00000066752	0	0	0	0	0	0
ENSMUSG00000066755	0	0	0	0	0	0
ENSMUSG00000066756	0	0	0	0	0	0
ENSMUSG00000066760	40	19	29	13	15	18
ENSMUSG00000066767	0	0	0	0	0	0
ENSMUSG00000066771	1	1	0	0	1	3
ENSMUSG00000066772	0	0	0	0	0	0
ENSMUSG00000066797	0	0	0	0	0	0
ENSMUSG00000066798	374	411	551	909	639	718
ENSMUSG00000066800	2804	1688	2633	2735	2876	3975
ENSMUSG00000066803	0	0	0	0	0	0
ENSMUSG00000066804	0	0	0	0	0	0
ENSMUSG00000066807	0	0	0	0	0	0
ENSMUSG00000066809	0	0	0	0	0	0
ENSMUSG00000066810	0	0	0	0	0	0
ENSMUSG00000066820	1	0	0	0	0	0
ENSMUSG00000066828	0	0	0	0	0	0
ENSMUSG00000066829	15	2	11	37	7	30
ENSMUSG00000066838	19	9	7	40	18	20
ENSMUSG00000066839	296	321	481	741	342	375
ENSMUSG00000066842	5	0	0	12	0	0
ENSMUSG00000066850	0	0	0	0	0	0
ENSMUSG00000066861	1	1	0	0	0	0
ENSMUSG00000066867	1	0	0	0	0	0
ENSMUSG00000066877	571	600	971	1263	861	790
ENSMUSG00000066878	90	217	231	875	326	423
ENSMUSG00000066880	310	409	549	871	543	678
ENSMUSG00000066892	73	58	82	220	83	184
ENSMUSG00000066894	0	0	1	4	0	1
ENSMUSG00000066896	0	0	0	0	0	0
ENSMUSG00000066897	0	0	0	0	0	0
ENSMUSG00000066899	0	0	0	0	0	0
ENSMUSG00000066900	2333	2168	3225	3883	2872	3587
ENSMUSG00000066902	0	0	0	8	0	0
ENSMUSG00000066905	0	0	0	0	0	0
ENSMUSG00000066912	0	0	0	0	0	0
ENSMUSG00000066914	0	0	0	0	0	0
ENSMUSG00000066936	0	0	0	0	0	0
ENSMUSG00000066938	0	0	0	0	0	0
ENSMUSG00000066952	0	1	0	0	0	0
ENSMUSG00000066958	0	0	0	0	0	0
ENSMUSG00000066964	0	0	0	0	0	0
ENSMUSG00000066975	0	0	0	0	0	0
ENSMUSG00000066979	1663	2506	3454	4332	3509	4578
ENSMUSG00000066983	0	0	0	0	0	2
ENSMUSG00000067001	0	0	0	0	0	0
ENSMUSG00000067006	0	0	0	0	0	0
ENSMUSG00000067010	2	0	0	0	1	0
ENSMUSG00000067017	325	386	599	104	420	506
ENSMUSG00000067028	0	0	0	0	0	0
ENSMUSG00000067038	6225	9024	11893	18129	12166	17862
ENSMUSG00000067047	0	0	0	0	0	0
ENSMUSG00000067049	1	0	0	0	0	0
ENSMUSG00000067058	16	195	137	10	133	213
ENSMUSG00000067063	0	0	0	0	0	0
ENSMUSG00000067064	0	0	0	0	0	0
ENSMUSG00000067071	76	38	35	239	54	46
ENSMUSG00000067081	0	0	0	0	1	0
ENSMUSG00000067085	7	0	6	23	28	0
ENSMUSG00000067101	0	0	0	0	0	0
ENSMUSG00000067103	0	0	0	0	0	0
ENSMUSG00000067106	0	2	2	4	4	0
ENSMUSG00000067121	3	11	9	28	11	15
ENSMUSG00000067122	0	0	0	0	0	0
ENSMUSG00000067144	0	0	0	0	0	0
ENSMUSG00000067147	0	0	0	0	0	0
ENSMUSG00000067148	336	319	497	1030	520	725
ENSMUSG00000067149	0	0	0	0	0	0
ENSMUSG00000067150	731	847	1050	1910	1062	1267
ENSMUSG00000067156	0	0	0	0	0	0
ENSMUSG00000067158	3	5	1	12	13	6
ENSMUSG00000067161	6	10	12	14	12	12
ENSMUSG00000067173	0	0	0	0	0	0
ENSMUSG00000067186	0	0	0	0	0	0
ENSMUSG00000067189	0	0	5	25	0	0
ENSMUSG00000067194	2117	3142	4165	5502	3496	3786
ENSMUSG00000067199	226	291	441	464	488	579
ENSMUSG00000067201	0	0	0	0	0	0
ENSMUSG00000067203	43	1	3	28	12	2
ENSMUSG00000067206	0	0	0	0	0	0
ENSMUSG00000067212	555	364	562	2639	741	1354
ENSMUSG00000067215	2	2	2	1	0	4
ENSMUSG00000067219	0	0	0	0	0	0
ENSMUSG00000067220	0	0	0	0	0	0
ENSMUSG00000067224	0	5	5	3	7	9
ENSMUSG00000067225	0	0	0	0	0	0
ENSMUSG00000067229	0	0	0	0	0	0
ENSMUSG00000067231	0	0	0	0	0	0
ENSMUSG00000067235	9	3	6	40	2	1
ENSMUSG00000067242	0	0	0	0	0	0
ENSMUSG00000067261	0	0	0	0	0	0
ENSMUSG00000067262	0	0	0	0	0	0
ENSMUSG00000067274	47537	68168	95158	119708	85960	119209
ENSMUSG00000067276	5	0	1	16	0	0
ENSMUSG00000067279	1	0	0	1	0	0
ENSMUSG00000067285	0	0	0	0	0	0
ENSMUSG00000067288	2049	3314	4597	7258	4176	6743
ENSMUSG00000067292	0	0	0	0	0	0
ENSMUSG00000067297	6	0	0	10	0	4
ENSMUSG00000067299	0	0	0	0	0	0
ENSMUSG00000067321	0	0	0	0	0	5
ENSMUSG00000067331	0	0	0	0	0	0
ENSMUSG00000067336	54	92	57	168	121	122
ENSMUSG00000067338	0	0	0	0	0	0
ENSMUSG00000067341	0	0	0	0	0	0
ENSMUSG00000067344	76	88	46	147	85	143
ENSMUSG00000067351	1	0	0	0	0	0
ENSMUSG00000067352	0	0	0	0	0	0
ENSMUSG00000067356	0	0	0	0	0	0
ENSMUSG00000067360	0	0	0	0	0	0
ENSMUSG00000067365	455	458	676	1071	650	827
ENSMUSG00000067367	629	404	588	1610	539	561
ENSMUSG00000067369	124	162	210	361	204	279
ENSMUSG00000067370	6	2	5	23	9	5
ENSMUSG00000067377	28	9	2	34	11	8
ENSMUSG00000067389	37	14	18	52	33	75
ENSMUSG00000067399	0	0	0	0	1	1
ENSMUSG00000067424	7	15	20	19	17	19
ENSMUSG00000067430	28	53	41	105	69	80
ENSMUSG00000067438	0	0	0	0	0	0
ENSMUSG00000067441	0	0	0	0	0	0
ENSMUSG00000067455	21	48	24	18	23	52
ENSMUSG00000067482	0	0	0	0	0	0
ENSMUSG00000067513	0	0	0	0	0	0
ENSMUSG00000067519	0	0	0	0	0	0
ENSMUSG00000067522	0	0	0	0	0	0
ENSMUSG00000067524	0	0	0	0	0	0
ENSMUSG00000067525	0	0	0	0	0	0
ENSMUSG00000067526	0	0	0	0	0	0
ENSMUSG00000067528	0	0	0	0	0	0
ENSMUSG00000067529	0	0	0	0	0	0
ENSMUSG00000067541	0	0	0	0	0	0
ENSMUSG00000067543	0	0	0	0	0	0
ENSMUSG00000067545	0	0	0	0	0	0
ENSMUSG00000067547	441	553	789	717	611	383
ENSMUSG00000067555	0	0	0	0	0	0
ENSMUSG00000067561	0	0	0	0	0	0
ENSMUSG00000067562	0	0	0	0	0	0
ENSMUSG00000067567	30	16	35	95	36	40
ENSMUSG00000067571	0	0	0	0	0	0
ENSMUSG00000067575	20	31	18	59	40	48
ENSMUSG00000067577	0	0	0	0	0	0
ENSMUSG00000067578	0	0	0	0	0	0
ENSMUSG00000067586	3	0	1	0	0	0
ENSMUSG00000067591	0	0	0	0	0	0
ENSMUSG00000067594	0	0	0	0	0	0
ENSMUSG00000067596	0	0	0	0	0	0
ENSMUSG00000067597	0	0	0	0	1	0
ENSMUSG00000067599	0	0	0	0	0	0
ENSMUSG00000067604	0	0	0	0	0	0
ENSMUSG00000067608	239	5328	6971	199	4702	9115
ENSMUSG00000067610	0	0	0	0	0	0
ENSMUSG00000067613	0	0	0	0	0	0
ENSMUSG00000067614	0	0	0	0	0	0
ENSMUSG00000067615	0	0	0	0	0	0
ENSMUSG00000067616	0	0	0	0	0	0
ENSMUSG00000067627	0	0	0	0	0	0
ENSMUSG00000067629	101	88	146	255	128	251
ENSMUSG00000067642	1	0	0	0	0	0
ENSMUSG00000067649	0	0	0	0	0	0
ENSMUSG00000067653	14	3	7	21	7	25
ENSMUSG00000067656	0	0	0	0	0	0
ENSMUSG00000067679	0	0	0	0	0	0
ENSMUSG00000067684	0	0	0	0	0	0
ENSMUSG00000067698	0	0	0	0	0	0
ENSMUSG00000067700	0	0	0	0	0	0
ENSMUSG00000067702	0	0	0	0	0	0
ENSMUSG00000067704	0	0	0	0	0	0
ENSMUSG00000067713	1896	2485	3351	5165	3545	4773
ENSMUSG00000067714	6	3	3	11	3	7
ENSMUSG00000067716	0	0	0	0	0	0
ENSMUSG00000067719	1617	1837	2418	1989	1879	2055
ENSMUSG00000067722	256	221	313	787	344	444
ENSMUSG00000067724	0	1	0	0	0	0
ENSMUSG00000067736	2597	2641	2786	2816	3443	3264
ENSMUSG00000067745	0	0	0	0	0	0
ENSMUSG00000067750	0	0	0	0	0	0
ENSMUSG00000067764	0	0	0	0	0	0
ENSMUSG00000067767	0	0	0	0	0	0
ENSMUSG00000067768	15	21	13	38	6	20
ENSMUSG00000067771	0	0	0	0	0	0
ENSMUSG00000067773	0	0	0	0	0	0
ENSMUSG00000067780	0	0	0	0	0	0
ENSMUSG00000067786	0	0	1	5	1	3
ENSMUSG00000067787	50	44	43	147	44	48
ENSMUSG00000067795	0	0	0	0	0	1
ENSMUSG00000067813	0	0	0	0	0	0
ENSMUSG00000067818	10	0	2	14	2	0
ENSMUSG00000067825	51	23	16	93	24	36
ENSMUSG00000067835	0	0	0	0	0	0
ENSMUSG00000067847	610	792	1012	1015	850	752
ENSMUSG00000067848	0	0	0	0	0	0
ENSMUSG00000067851	824	1108	1349	2441	1536	1701
ENSMUSG00000067855	0	0	0	0	0	0
ENSMUSG00000067860	0	0	0	0	0	0
ENSMUSG00000067869	27	75	47	53	88	62
ENSMUSG00000067870	4380	6404	8423	13397	8309	12157
ENSMUSG00000067872	2	1	0	5	0	5
ENSMUSG00000067873	681	808	1052	1766	904	1232
ENSMUSG00000067878	0	1	0	25	2	6
ENSMUSG00000067879	0	0	0	0	0	0
ENSMUSG00000067882	0	0	0	0	0	1
ENSMUSG00000067889	6	6	7	12	3	11
ENSMUSG00000067909	0	0	0	0	0	0
ENSMUSG00000067916	74	137	184	465	169	203
ENSMUSG00000067919	1	0	0	0	0	0
ENSMUSG00000067924	20	4	5	10	0	6
ENSMUSG00000067925	6	13	6	26	10	7
ENSMUSG00000067928	182	175	157	683	294	495
ENSMUSG00000067929	7	12	20	19	22	29
ENSMUSG00000067931	71	85	117	183	119	187
ENSMUSG00000067941	0	0	0	0	0	0
ENSMUSG00000067942	130	88	139	359	181	174
ENSMUSG00000067949	0	0	0	0	3	0
ENSMUSG00000067951	0	0	1	0	0	0
ENSMUSG00000067971	0	0	0	0	0	0
ENSMUSG00000067973	0	0	0	0	0	0
ENSMUSG00000067995	288	423	523	1062	441	546
ENSMUSG00000067996	0	0	0	0	0	0
ENSMUSG00000067998	0	0	0	0	0	0
ENSMUSG00000068008	0	0	0	0	0	0
ENSMUSG00000068009	0	0	0	0	0	0
ENSMUSG00000068011	1	1	2	2	1	2
ENSMUSG00000068014	3	4	3	0	0	17
ENSMUSG00000068015	119	133	206	292	197	378
ENSMUSG00000068036	8	0	0	23	1	5
ENSMUSG00000068037	0	0	0	0	0	0
ENSMUSG00000068039	6591	9594	12323	16319	10387	9965
ENSMUSG00000068040	450	599	631	1286	782	972
ENSMUSG00000068048	0	0	0	0	0	0
ENSMUSG00000068062	0	0	0	2	0	0
ENSMUSG00000068067	0	0	0	0	0	0
ENSMUSG00000068068	0	0	0	0	0	0
ENSMUSG00000068071	0	0	0	0	0	0
ENSMUSG00000068073	0	0	0	0	0	0
ENSMUSG00000068074	0	0	0	0	0	0
ENSMUSG00000068075	0	0	0	0	0	0
ENSMUSG00000068078	0	0	0	0	0	0
ENSMUSG00000068079	0	0	0	0	1	0
ENSMUSG00000068082	0	0	0	0	0	0
ENSMUSG00000068083	0	0	0	0	0	0
ENSMUSG00000068085	0	0	0	0	0	0
ENSMUSG00000068086	0	0	0	0	0	0
ENSMUSG00000068099	0	0	0	0	0	0
ENSMUSG00000068101	421	589	907	1014	763	1330
ENSMUSG00000068105	90	121	180	139	94	33
ENSMUSG00000068113	0	0	0	0	0	0
ENSMUSG00000068114	220	178	267	548	286	329
ENSMUSG00000068115	2289	1672	2505	4277	2911	3716
ENSMUSG00000068117	0	0	0	0	0	0
ENSMUSG00000068120	6	83	33	84	22	55
ENSMUSG00000068122	0	0	0	2	0	0
ENSMUSG00000068129	10	0	2	3	0	0
ENSMUSG00000068130	2	0	0	2	0	0
ENSMUSG00000068134	57	61	67	142	80	82
ENSMUSG00000068141	33	80	49	131	66	90
ENSMUSG00000068149	0	0	0	0	0	0
ENSMUSG00000068151	0	0	1	0	0	1
ENSMUSG00000068154	0	0	0	0	0	0
ENSMUSG00000068165	41	97	64	210	135	154
ENSMUSG00000068167	0	0	1	0	0	0
ENSMUSG00000068173	0	0	0	0	0	0
ENSMUSG00000068180	0	0	0	0	0	0
ENSMUSG00000068181	0	0	0	0	0	0
ENSMUSG00000068182	0	0	0	0	0	0
ENSMUSG00000068184	121	177	229	280	168	136
ENSMUSG00000068196	0	0	0	0	0	0
ENSMUSG00000068200	27	11	0	147	13	0
ENSMUSG00000068205	25	19	14	39	16	35
ENSMUSG00000068206	89	89	104	278	89	173
ENSMUSG00000068218	0	0	0	0	0	0
ENSMUSG00000068219	0	0	0	0	0	0
ENSMUSG00000068220	2981	4250	5743	5878	4132	3786
ENSMUSG00000068226	1	0	0	1	1	0
ENSMUSG00000068227	1	0	0	0	0	0
ENSMUSG00000068231	0	0	0	0	0	0
ENSMUSG00000068232	0	0	0	0	0	0
ENSMUSG00000068234	0	0	0	0	0	0
ENSMUSG00000068240	12060	14313	20535	18875	18806	24147
ENSMUSG00000068243	3	0	2	0	0	2
ENSMUSG00000068245	2	5	8	7	7	0
ENSMUSG00000068246	2	0	5	0	0	4
ENSMUSG00000068250	142	90	104	306	133	193
ENSMUSG00000068252	0	0	0	0	0	0
ENSMUSG00000068259	0	0	0	0	0	0
ENSMUSG00000068262	19	37	17	14	39	20
ENSMUSG00000068263	3	4	1	0	1	4
ENSMUSG00000068264	859	802	1161	1138	981	1149
ENSMUSG00000068267	2785	3963	5806	4581	4543	5891
ENSMUSG00000068270	2	0	0	0	1	1
ENSMUSG00000068284	1313	2060	2618	2935	2529	2674
ENSMUSG00000068289	0	0	0	0	0	0
ENSMUSG00000068290	448	420	705	1432	823	1529
ENSMUSG00000068299	11	15	14	30	25	17
ENSMUSG00000068302	0	0	0	0	0	0
ENSMUSG00000068303	0	0	0	1	0	0
ENSMUSG00000068314	6	11	12	1	8	9
ENSMUSG00000068323	796	344	553	1377	498	651
ENSMUSG00000068324	0	3	0	3	3	0
ENSMUSG00000068327	2	1	0	0	0	0
ENSMUSG00000068328	4108	3722	5535	7617	5144	7919
ENSMUSG00000068329	2057	1642	2484	4655	2195	3036
ENSMUSG00000068335	1524	1535	2334	2483	1697	2052
ENSMUSG00000068341	0	0	0	0	0	0
ENSMUSG00000068348	0	0	0	0	0	0
ENSMUSG00000068349	0	0	0	0	0	0
ENSMUSG00000068373	9	4	3	10	2	1
ENSMUSG00000068391	229	259	428	655	335	528
ENSMUSG00000068392	0	0	0	0	0	0
ENSMUSG00000068394	521	434	654	1115	738	990
ENSMUSG00000068396	13	13	26	210	73	60
ENSMUSG00000068397	0	0	0	0	0	0
ENSMUSG00000068399	0	0	0	0	0	0
ENSMUSG00000068407	0	0	0	0	0	0
ENSMUSG00000068417	201	130	186	164	150	130
ENSMUSG00000068428	0	0	0	0	0	0
ENSMUSG00000068431	0	0	0	0	0	0
ENSMUSG00000068437	0	0	0	0	0	0
ENSMUSG00000068452	0	0	1	0	0	0
ENSMUSG00000068457	117	196	148	520	202	601
ENSMUSG00000068463	0	0	0	0	0	0
ENSMUSG00000068466	2	0	5	4	2	2
ENSMUSG00000068479	982	1372	2029	2178	1668	2396
ENSMUSG00000068480	5	7	0	0	3	0
ENSMUSG00000068487	0	2	0	0	0	0
ENSMUSG00000068506	0	0	0	0	0	0
ENSMUSG00000068522	0	0	0	0	0	0
ENSMUSG00000068523	1407	1815	2517	4126	2318	5415
ENSMUSG00000068535	0	0	0	0	0	0
